size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,4.362032604218185e-8,2.3368756294251862e-7,6.776933252809562e-8
1,1048576,1.8519831924439088e-6,1.853261079788186e-6,1.8524460502862794e-6
2,1048576,1.886292327881272e-6,1.8878423480987838e-6,1.886853382945225e-6
4,1048576,1.881891199111808e-6,1.8831148185734464e-6,1.8822406861782796e-6
8,1048576,1.8728259296411671e-6,1.8737669839858845e-6,1.8731619848009866e-6
16,1048576,1.8778792257313297e-6,1.8790478734977958e-6,1.8782736028435297e-6
32,1048576,1.913224790574135e-6,1.9135880155555774e-6,1.913415105819593e-6
64,1048576,1.8948384237283892e-6,1.8954103050229826e-6,1.8951068899630072e-6
128,1048576,2.453106047630982e-6,2.4535595331199053e-6,2.4532565842869484e-6
256,1048576,2.7851462898252086e-6,2.785729894637387e-6,2.785330816506921e-6
512,1048576,2.9265363569258994e-6,2.926918300627365e-6,2.926753882646428e-6
1024,1048576,3.3286834430722834e-6,3.3289444894797183e-6,3.3288618776802294e-6
2048,524288,3.903389211653995e-6,3.903942024230594e-6,3.903667907714624e-6
4096,262144,5.015596450811828e-6,5.016070903774748e-6,5.0158735618589395e-6
8192,131072,7.741227516178876e-6,7.7420952072172e-6,7.741763853074406e-6
16384,65536,6.536243331911769e-6,6.550250564575785e-6,6.547753513338094e-6
32768,32768,1.2253535858163553e-5,1.2270493591300092e-5,1.2265620922095795e-5
65536,16384,2.217462518313033e-5,2.220100885006685e-5,2.2193132362371114e-5
131072,8192,4.3905356689431796e-5,4.396728979495779e-5,4.394025453185438e-5
262144,4096,8.784805004876522e-5,8.802996313487556e-5,8.794818975833862e-5
524288,2048,0.00020281308789049657,0.00020288714794924195,0.00020285821484374023
1048576,1024,0.00039583432812493463,0.0003961503144532391,0.0003960330469970361
2097152,512,0.0007815842500000503,0.0007828057070314726,0.0007823545947265621
