size (bytes),iterations,min_time (seconds),max_time (seconds),avg_time (seconds)
0,1048576,1.5052855242281282e-6,1.5061364155855017e-6,1.5057200137454096e-6
1,1048576,1.607184781260429e-6,1.6081159852632254e-6,1.6076500080029754e-6
2,1048576,1.606680954280293e-6,1.6076152644650676e-6,1.6071767163713946e-6
4,1048576,1.6097909139034527e-6,1.610743371793788e-6,1.6103074370749093e-6
8,1048576,1.6068107298039536e-6,1.6077238416123407e-6,1.6073237650016114e-6
16,1048576,1.6126860469256599e-6,1.6136774516617436e-6,1.6133006414363604e-6
32,1048576,1.6708984025282092e-6,1.671726951896213e-6,1.6714753960749007e-6
64,1048576,1.6543463359219857e-6,1.6550459729369749e-6,1.6547867992856846e-6
128,1048576,2.2024769965600655e-6,2.2035171387546626e-6,2.2030390987234916e-6
256,1048576,2.5788560602535426e-6,2.579860861634531e-6,2.579407540205525e-6
512,1048576,2.4606737316634764e-6,2.4614513810805594e-6,2.4611925675890878e-6
1024,1048576,2.9490043351732e-6,2.949958358006155e-6,2.949609472179676e-6
2048,524288,4.6016368586698775e-6,4.602021097532827e-6,4.601876454179976e-6
4096,262144,5.7677326958938124e-6,5.768883720391749e-6,5.768631405306257e-6
8192,131072,8.541562502628608e-6,8.543288656071013e-6,8.542863012578339e-6
16384,65536,7.438814298765806e-6,7.4462945001130265e-6,7.445118568816245e-6
32768,32768,1.2318490452578601e-5,1.2330226548229462e-5,1.2328484123358407e-5
65536,16384,2.2261821044367025e-5,2.226616733302933e-5,2.2264926717419087e-5
131072,8192,4.412964244693285e-5,4.418437227826644e-5,4.415998919293784e-5
262144,4096,8.832693032445604e-5,8.855470332491677e-5,8.845569963256139e-5
524288,2048,0.00020670711194270552,0.00020677263282209424,0.00020674817173116367
1048576,1024,0.00039488655420427676,0.00039519024684864235,0.0003950767117650855
2097152,512,0.0007738306198916689,0.0007750423644665716,0.0007745913585921471
